=== 表1_费用汇总 ===
项目,费用,比例,环比
总邮费(Total),-15415.720000000001,100.00%,-3.04%
超支邮费(Over),86.77,-0.56%,0.00%
罚款邮费(Fine),-258.42999999999995,1.68%,-27.64%


=== 表2_单数汇总 ===
项目,单数,比例,环比
总订单数,1871,100%,3.26%


=== 表3_Combo详情 ===
Combo,原始邮费,超支邮费,邮费罚款,包邮退货邮费,原始单数,超支单数,罚款单数,包邮退货单数,罚款比例,罚款单数比例,总订单数
5112SH666T20.2+BE2B4E50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-30.07,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
NU1P1A22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-31.15,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
5102SH571T25.4+BE2B4E55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-32.16,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
5112SH666T12.4+BU1B4D40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-32.22,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
5120H741E32.4+BU1B4D28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-32.51,0.0,0.0,0.0,6,0,0,0,-0.00%,0.00%,6
5450H671B20.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-32.71,0.0,0.0,0.0,6,0,0,0,-0.00%,0.00%,6
NE3C3A37K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-33.53,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
5112SH666T12.2+BE2B4E55K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-33.72,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
5112SH666T15.4+BU1B4D45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-33.74,0.0,0.0,0.0,3,0,0,0,-0.00%,0.00%,3
NE3C9E48C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-33.88,0.0,-1.08,0.0,4,0,1,0,3.19%,25.00%,4
NE3C3A37K.16+NE3C9A37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-34.15,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
NU1C1E46C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-34.46,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
NU1C1A36C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-34.67,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
BU1B4A28K.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-34.98,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
6550-6550B32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-35.25,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
NU1C1B36K.20+NU1C9B36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-35.49,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
5112SH666T12.2+BU1B4D40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-35.77,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
BU1B4B40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-36.07,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
NE1C2E40C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-36.4,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
BU1B9A28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-36.51,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
NE3C2E48K.16+NE3C9E48K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-36.69,0.0,0.0,0.0,4,0,0,0,-0.00%,0.00%,4
6550-6550E38.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-37.27,0.0,0.0,0.0,3,0,0,0,-0.00%,0.00%,3
BU1B9D28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-37.88,0.0,0.0,-5.49,6,0,0,0,-0.00%,0.00%,6
8650-8170E51.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-38.4,0.0,0.0,0.0,1,0,0,0,-0.00%,0.00%,1
NE1C2E45K.128+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-39.2,0.0,0.0,0.0,1,0,0,0,-0.00%,0.00%,1
BU1B9B28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-40.54,0.0,-2.19,0.0,5,0,2,0,5.40%,40.00%,5
NU1C8E51C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-40.69,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
BE2B4E55K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-41.68,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
NU1P1K22K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-42.05,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
NU1P1B22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-42.17,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
5120SH726T10.2+BU1B4D40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-43.04,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
NU1C1H46C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-43.35,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
5130SH715T20.2+BE2B4E50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-44.9,0.0,0.0,0.0,7,0,0,0,-0.00%,0.00%,7
NU1C1B36C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-45.57,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
5120SH741T20.4+BU1B4D50K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-45.8,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
NE1C3B40K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-46.08,0.0,0.0,0.0,6,0,0,0,-0.00%,0.00%,6
5500/5550-5450B32.4+NU1P1K22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-46.12,0.0,-5.74,0.0,4,0,1,0,12.45%,25.00%,4
NU1C1H36K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-46.64,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
BE2B4E65K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-47.28,0.0,0.0,0.0,6,0,0,0,-0.00%,0.00%,6
BU1B4E28K.16+BU1B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-49.55,0.0,0.0,0.0,7,0,0,0,-0.00%,0.00%,7
5112SH666T20.4+BE2B4E50K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-49.87,0.0,0.0,0.0,8,0,0,0,-0.00%,0.00%,8
5130SH715T25.4+BE2B4E55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-50.11,0.0,0.0,0.0,6,0,0,0,-0.00%,0.00%,6
5112SH666T12.4+BE2B4E40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-50.15,0.0,0.0,0.0,7,0,0,0,-0.00%,0.00%,7
NE3C3B37C.16+NE3C9B37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-51.5,0.0,0.0,0.0,7,0,0,0,-0.00%,0.00%,7
NU1C1E46C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-52.2,0.0,0.0,0.0,7,0,0,0,-0.00%,0.00%,7
NE3C3B37K.20+NE3C9B37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-52.36,0.0,0.0,0.0,6,0,0,0,-0.00%,0.00%,6
5112SH666T12.2+BE2B4E40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-52.45,0.0,0.0,0.0,6,0,0,0,-0.00%,0.00%,6
8180-8650E51.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-54.08,0.0,0.0,0.0,3,0,0,0,-0.00%,0.00%,3
NU1C1H36C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-54.77,0.0,0.0,0.0,6,0,0,0,-0.00%,0.00%,6
NE3C3B37C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-55.65,0.0,0.0,0.0,6,0,0,0,-0.00%,0.00%,6
NU1P1B22Z.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-56.31,0.0,-10.52,0.0,5,0,2,0,18.68%,40.00%,5
NU1C9H36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-56.46,0.0,0.0,0.0,7,0,0,0,-0.00%,0.00%,7
5120SH741T15.2+BU1B4D45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-56.57,0.0,0.0,0.0,6,0,0,0,-0.00%,0.00%,6
NE3C9A37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-58.39,0.0,0.0,0.0,9,0,0,0,-0.00%,0.00%,9
NU1C1E46K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-59.13,0.0,0.0,0.0,6,0,0,0,-0.00%,0.00%,6
NE3C9E48K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-60.14,0.0,0.0,0.0,7,0,0,0,-0.00%,0.00%,7
NE3C9B37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-61.08,0.0,-1.11,0.0,9,0,1,0,1.82%,11.11%,9
NE3C2E48C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-61.99,0.0,0.0,0.0,7,0,0,0,-0.00%,0.00%,7
S2B15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-62.1,0.0,0.0,0.0,8,0,0,0,-0.00%,0.00%,8
5112SH666T20.4+BU1B4D50K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-62.11,0.0,0.0,0.0,5,0,0,0,-0.00%,0.00%,5
NU1C1B36C.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-62.87,0.0,0.0,0.0,7,0,0,0,-0.00%,0.00%,7
NU1C1H46K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-63.39,0.0,0.0,0.0,7,0,0,0,-0.00%,0.00%,7
BE2B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-63.56,0.0,-1.08,0.0,9,0,1,0,1.70%,11.11%,9
NU1P1E22Z.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-64.16,0.0,0.0,0.0,11,0,0,0,-0.00%,0.00%,11
5112H666E32.4+BU1B4E28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-65.08,0.0,0.0,-3.25,8,0,0,0,-0.00%,0.00%,8
5120H669E20.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-67.09,0.0,-2.46,-3.29,9,0,1,0,3.67%,11.11%,9
NU1C1E46K.20+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-67.4,0.0,0.0,-4.29,10,0,0,0,-0.00%,0.00%,10
NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-67.79,0.0,0.0,0.0,10,0,0,0,-0.00%,0.00%,10
NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-67.96,0.0,-2.93,0.0,8,0,1,0,4.31%,12.50%,8
BU1B4E28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-68.54,0.0,0.0,0.0,9,0,0,0,-0.00%,0.00%,9
NE1C3E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-69.01,0.0,0.0,0.0,10,0,0,0,-0.00%,0.00%,10
NU1P1J22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-72.07,0.0,-4.68,0.0,8,0,2,0,6.49%,25.00%,8
NU1C1B36K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-73.92,0.0,0.0,0.0,8,0,0,0,-0.00%,0.00%,8
NE3C3B48C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-74.02,0.0,0.0,0.0,8,0,0,0,-0.00%,0.00%,8
5120H641E20.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-74.51,0.0,0.0,0.0,9,0,0,0,-0.00%,0.00%,9
NE1C2E40C.16+NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-77.68,0.0,0.0,0.0,9,0,0,0,-0.00%,0.00%,9
NE1C2E40C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-79.15,0.0,0.0,0.0,9,0,0,0,-0.00%,0.00%,9
NE3C2E48C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-83.68,0.0,0.0,0.0,11,0,0,0,-0.00%,0.00%,11
NE3C3B37K.16+NE3C9B37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-85.15,0.0,0.0,-3.25,9,0,0,0,-0.00%,0.00%,9
6550H106B38.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-85.23,0.0,0.0,0.0,10,0,0,0,-0.00%,0.00%,10
BU1B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-86.86,0.0,-2.69,0.0,11,0,1,0,3.10%,9.09%,11
NU1C1B36C.16+NU1C9B36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-86.96,0.0,0.0,0.0,12,0,0,0,-0.00%,0.00%,12
NU1C1E46K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-87.4,0.0,0.0,0.0,10,0,0,0,-0.00%,0.00%,10
S2D15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-96.85,0.0,0.0,0.0,11,0,0,0,-0.00%,0.00%,11
NU1C1A36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-98.09,0.0,0.0,0.0,12,0,0,0,-0.00%,0.00%,12
NE3C2E48K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-100.11,0.0,0.0,0.0,12,0,0,0,-0.00%,0.00%,12
NU1C1E46K.16+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-100.18,0.0,0.0,-3.22,12,0,0,0,-0.00%,0.00%,12
NU1P1E22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-101.93,0.0,-9.69,0.0,11,0,3,0,9.51%,27.27%,11
NE1C2E40K.20+NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-109.78,0.0,0.0,0.0,13,0,0,0,-0.00%,0.00%,13
NE1C3B40C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-110.16,0.0,0.0,0.0,13,0,0,0,-0.00%,0.00%,13
5112SH666T15.2+BE2B4E45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-112.97,0.0,-9.6,-8.83,11,0,1,0,8.50%,9.09%,11
NU1P1E22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-113.96,0.0,-7.6,0.0,14,0,2,0,6.67%,14.29%,14
NE1C2E45K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-115.89,0.0,0.0,0.0,13,0,0,0,-0.00%,0.00%,13
NE1C2E45C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-117.89,0.0,-4.59,0.0,14,0,1,0,3.89%,7.14%,14
NE1C2E45C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-118.95,0.0,-5.92,0.0,11,0,1,0,4.98%,9.09%,11
NE3C3B37K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-125.49,0.0,0.0,0.0,14,0,0,0,-0.00%,0.00%,14
NU1C1J36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-127.54,0.0,0.0,0.0,18,0,0,0,-0.00%,0.00%,18
NE3C9B37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-135.32,0.0,0.0,-3.5,19,0,0,0,-0.00%,0.00%,19
NE1C3E45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-137.23,0.0,0.0,0.0,14,0,0,0,-0.00%,0.00%,14
NU1C1H46C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-137.66,0.0,0.0,0.0,16,0,0,0,-0.00%,0.00%,16
S2E15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-148.88,0.0,0.0,-3.65,19,0,0,0,-0.00%,0.00%,19
NE3C2E48K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-157.71,0.0,0.0,-4.29,21,0,0,0,-0.00%,0.00%,21
NU1C9B36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-165.45,0.0,-1.08,0.0,23,0,1,0,0.65%,4.35%,23
BE2B4E28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-178.65,0.0,0.0,-4.41,20,0,0,0,-0.00%,0.00%,20
NU1C1A36K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-178.81,0.0,0.0,-4.07,21,0,0,0,-0.00%,0.00%,21
NU1C1B36K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-180.23,0.0,0.0,0.0,22,0,0,0,-0.00%,0.00%,22
NE1C2E40K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-187.17,0.0,0.0,-2.75,23,0,0,0,-0.00%,0.00%,23
NU1C1E46K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-187.76,0.0,0.0,0.0,24,0,0,0,-0.00%,0.00%,24
NE3C3B37K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-206.86,0.0,0.0,0.0,27,0,0,0,-0.00%,0.00%,27
NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-207.18,0.0,-6.56,0.0,29,0,2,0,3.17%,6.90%,29
NU1C8E51K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-222.27,0.0,0.0,0.0,26,0,0,0,-0.00%,0.00%,26
NU1C8E51K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-227.7,0.0,0.0,0.0,28,0,0,0,-0.00%,0.00%,28
NU1C8E51K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-231.21,0.0,-1.42,-4.41,24,0,1,0,0.61%,4.17%,24
NE1C2E40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-238.27,0.0,0.0,0.0,27,0,0,0,-0.00%,0.00%,27
NU1P1B22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-241.63,0.0,-20.82,0.0,26,0,5,0,8.62%,19.23%,26
NU1P1H22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-243.61,0.0,-18.26,0.0,30,0,6,0,7.50%,20.00%,30
NE1C2E45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-252.69,0.0,-27.39,-3.29,23,0,1,0,10.84%,4.35%,23
NE1C2E40C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-261.05,0.0,0.0,-3.0,30,0,0,0,-0.00%,0.00%,30
NE1C2E40K.16+NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-265.25,0.0,0.0,-4.29,34,0,0,0,-0.00%,0.00%,34
NU1C1B36K.16+NU1C9B36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-309.61,0.0,0.0,0.0,39,0,0,0,-0.00%,0.00%,39
NU1C1H36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-385.51,0.0,0.0,0.0,46,0,0,0,-0.00%,0.00%,46
NU1C9B36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-469.05,0.0,-3.24,-3.5,67,0,3,0,0.69%,4.48%,67
NU1C9E46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-517.75,0.0,-8.91,0.0,65,0,7,0,1.72%,10.77%,65
NU1C1B36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-687.0,0.0,-6.56,0.0,85,0,1,0,0.95%,1.18%,85
NE3C3B37C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-733.12,0.0,-76.16,0.0,73,0,1,0,10.39%,1.37%,73


=== 表4_罚款金额Top10 ===
Combo,原始邮费,邮费罚款,罚款比例
NE1C2E45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-252.69,-27.39,10.84%
NE3C3B37C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-733.12,-76.16,10.39%
NU1P1E22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-101.93,-9.69,9.51%
NU1P1B22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-241.63,-20.82,8.62%
5112SH666T15.2+BE2B4E45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-112.97,-9.6,8.50%
NU1P1H22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-243.61,-18.26,7.50%
NU1P1E22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-113.96,-7.6,6.67%
NU1P1J22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-72.07,-4.68,6.49%
NE1C2E45C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-118.95,-5.92,4.98%
NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,-67.96,-2.93,4.31%


=== 表5_罚款单数Top10 ===
Combo,原始单数,罚款单数,罚款单数比例
NU1P1E22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,11,3,27.27%
NU1P1J22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,8,2,25.00%
NU1P1H22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,30,6,20.00%
NU1P1B22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,26,5,19.23%
NU1P1E22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,14,2,14.29%
NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,8,1,12.50%
NE3C9B37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,9,1,11.11%
BE2B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,9,1,11.11%
5120H669E20.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,9,1,11.11%
NU1C9E46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,65,7,10.77%


=== C1_智能诊断 ===
Combo组合,物流诊断,优化建议,总单量,总运费,单均运费,罚款金额,超支金额,退货运费
5120SH726T10.4+BU1B4D40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OVERPAY] 重量超支 | [NORMAL] 正常运费,渠道错配: 可能使用了不适合该重量段的物流服务。,2,72.71,36.355,0.0,86.77,0.0
5102SH571T15.4+BE2B4E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,0.0,0.0,0.0,0.0,0.0
NE1C3B40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,0.0,0.0,0.0,0.0,0.0
8180-8170E51.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,0.0,0.0,0.0,0.0,0.0
5112H666E32.2+BU1B4D28K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,0.0,0.0,0.0,0.0,0.0
5112SH666T30.2+BE2B4E60K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,0.0,0.0,0.0,0.0,0.0
5102SH571T12.2+BE2B4E40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,0.0,0.0,0.0,0.0,0.0
5112SH666T30.2+BE2B4E75K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,0.0,0.0,0.0,0.0,0.0
BE2B4E55K.5+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,0.0,0.0,0.0,0.0,0.0
5112SH666T15.2+BU1B4D45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-3.23,-3.23,0.0,0.0,0.0
BU1B9SKTX.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-5.15,-5.15,0.0,0.0,0.0
NE3C3A37K.20+NE3C9A37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-6.0,-6.0,0.0,0.0,0.0
5112SH666T15.4+BE2B4E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-6.0,-3.0,0.0,0.0,0.0
5112SH666T15.4+BE2B4E60K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-6.0,-6.0,0.0,0.0,0.0
6550-6550E32.2+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-6.0,-6.0,0.0,0.0,0.0
5112SH666T30.4+BE2B4E60K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,2,-6.07,-3.035,0.0,0.0,0.0
NE1C3F45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-6.15,-6.15,0.0,0.0,0.0
