=== A1_数量表 ===
Item ID,总销量,总取消数,总退货数(无平台介入),总退货数(平台介入),总退货数(平台强制退款),强制退货(仅退款),净销售
364899061504,New,New,New,New,New,New,New
364899103094,New,New,New,New,New,New,New
364899103775,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364899104166,New,New,New,New,New,New,New
364899126323,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364899128217,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364899128619,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364899139160,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364899140227,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364899485658,0.00%,-100.00%,N/A,N/A,N/A,N/A,16.67%
364899495864,New,New,New,New,New,New,New
364899495982,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364899496342,0.00%,N/A,N/A,N/A,N/A,N/A,-7.50%
364899496527,New,New,New,New,New,New,New
364899496868,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364899497377,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364899498270,0.00%,N/A,-18.18%,N/A,N/A,N/A,0.63%
364899498511,0.00%,N/A,-100.00%,N/A,N/A,N/A,19.05%
364909358423,New,New,New,New,New,New,New
364924103055,New,New,New,New,New,New,New
364927935169,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364927977345,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364931501726,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364931524321,New,New,New,New,New,New,New
364931524436,New,New,New,New,New,New,New
364931570564,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364931572574,0.00%,N/A,-100.00%,N/A,N/A,N/A,17.65%
364931575568,New,New,New,New,New,New,New
364931577878,New,New,New,New,New,New,New
364931579487,New,New,New,New,New,New,New
364931617369,New,New,New,New,New,New,New
364931617600,New,New,New,New,New,New,New
364931617949,New,New,New,New,New,New,New
364931618109,0.00%,150.00%,N/A,N/A,N/A,N/A,-16.67%
364942532456,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364942651651,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364967378163,New,New,New,New,New,New,New
364967397972,0.00%,N/A,N/A,N/A,N/A,N/A,-20.00%
364969540369,New,New,New,New,New,New,New
364969548261,New,New,New,New,New,New,New
364983780685,New,New,New,New,New,New,New
364983786000,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
364983798537,0.00%,N/A,N/A,N/A,N/A,N/A,-15.00%
364985404258,New,New,New,New,New,New,New
364985405873,0.00%,N/A,N/A,N/A,N/A,N/A,-25.00%
364985433969,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365024592158,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365108416441,New,New,New,New,New,New,New
365108418662,New,New,New,New,New,New,New
365142652835,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365198804749,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365198809694,New,New,New,New,New,New,New
365198817505,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365198842316,New,New,New,New,New,New,New
365198856663,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365198858661,New,New,New,New,New,New,New
365198859856,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365198877493,New,New,New,New,New,New,New
365198881884,0.00%,-100.00%,N/A,N/A,N/A,N/A,50.00%
365204117547,New,New,New,New,New,New,New
365204117739,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365204117858,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365204120302,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365204135531,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365204135956,0.00%,N/A,-100.00%,N/A,N/A,N/A,6.38%
365204136252,New,New,New,New,New,New,New
365204137069,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365204138076,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365204138492,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365204139067,0.00%,N/A,N/A,N/A,N/A,N/A,-10.00%
365204139274,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365204151671,0.00%,N/A,-100.00%,N/A,N/A,N/A,42.86%
365204151882,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365204152176,New,New,New,New,New,New,New
365204156812,New,New,New,New,New,New,New
365204157074,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365204157235,0.00%,N/A,N/A,N/A,N/A,N/A,-11.11%
365292654654,New,New,New,New,New,New,New
365292655375,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365292655596,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365292656149,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365292656229,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365292702004,New,New,New,New,New,New,New
365315078522,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365315081483,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365315155211,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
365766938772,New,New,New,New,New,New,New
365818711328,New,New,New,New,New,New,New
366091941578,New,New,New,New,New,New,New
366122832168,New,New,New,New,New,New,New
366122833129,New,New,New,New,New,New,New
366122833137,New,New,New,New,New,New,New
366122833237,New,New,New,New,New,New,New
403302982699,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403303063084,0.00%,N/A,N/A,N/A,N/A,N/A,-2.04%
403303064335,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403303078339,New,New,New,New,New,New,New
403303093349,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403303094314,0.00%,-100.00%,-100.00%,N/A,N/A,N/A,7.78%
403347185667,0.00%,N/A,-100.00%,N/A,N/A,N/A,42.86%
403402513862,New,New,New,New,New,New,New
403402556080,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403441086876,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403444345567,0.00%,-100.00%,-100.00%,N/A,N/A,N/A,30.95%
403446312692,New,New,New,New,New,New,New
403446448007,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403446448797,New,New,New,New,New,New,New
403446471883,0.00%,N/A,N/A,N/A,N/A,N/A,-7.50%
403446485774,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403446486252,New,New,New,New,New,New,New
403464617791,0.00%,N/A,-100.00%,N/A,N/A,N/A,3.09%
403464669465,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403464704391,0.00%,-100.00%,-100.00%,N/A,-100.00%,N/A,46.34%
403464714298,0.00%,N/A,N/A,N/A,-100.00%,N/A,150.00%
403464728368,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403464732331,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403464733790,0.00%,N/A,-100.00%,N/A,N/A,N/A,-31.03%
403541729105,New,New,New,New,New,New,New
403541735297,New,New,New,New,New,New,New
403541780164,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403541784199,0.00%,N/A,-100.00%,N/A,N/A,N/A,11.11%
403541791679,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403681173235,New,New,New,New,New,New,New
403767269992,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403767294155,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403767299421,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403767305051,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403767314545,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
403767350639,New,New,New,New,New,New,New
403800798087,New,New,New,New,New,New,New
404002544604,0.00%,N/A,N/A,N/A,N/A,N/A,-3.00%
404002548929,New,New,New,New,New,New,New
404002572816,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404002584753,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404002606197,0.00%,-100.00%,N/A,N/A,N/A,N/A,50.00%
404002607947,New,New,New,New,New,New,New
404097639940,New,New,New,New,New,New,New
404097640060,New,New,New,New,New,New,New
404097640348,New,New,New,New,New,New,New
404097677970,New,New,New,New,New,New,New
404097709970,New,New,New,New,New,New,New
404097713364,0.00%,N/A,-100.00%,N/A,N/A,N/A,42.86%
404097713458,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404097908180,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404097955688,New,New,New,New,New,New,New
404097972097,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404103164167,New,New,New,New,New,New,New
404200446494,0.00%,N/A,-100.00%,N/A,N/A,N/A,17.65%
404200446503,New,New,New,New,New,New,New
404200446510,0.00%,N/A,N/A,N/A,N/A,N/A,-2.86%
404200446525,0.00%,N/A,-100.00%,-100.00%,N/A,N/A,2.04%
404200446558,0.00%,N/A,-100.00%,N/A,N/A,N/A,42.86%
404200446569,New,New,New,New,New,New,New
404200450341,New,New,New,New,New,New,New
404200450736,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404200450949,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404200451103,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404200454365,New,New,New,New,New,New,New
404371676424,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404371677525,New,New,New,New,New,New,New
404371680855,New,New,New,New,New,New,New
404371688513,New,New,New,New,New,New,New
404371692393,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404371699610,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404371699667,0.00%,N/A,-100.00%,N/A,N/A,N/A,42.86%
404454305084,0.00%,N/A,-100.00%,N/A,N/A,N/A,17.65%
404455728019,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404455741864,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404455741884,0.00%,N/A,-100.00%,N/A,N/A,N/A,6.38%
404455741972,0.00%,N/A,-100.00%,N/A,N/A,N/A,-9.91%
404455764413,New,New,New,New,New,New,New
404455764688,New,New,New,New,New,New,New
404455764831,New,New,New,New,New,New,New
404472325179,New,New,New,New,New,New,New
404472716214,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404472732890,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404472753295,New,New,New,New,New,New,New
404472756377,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404472764113,0.00%,N/A,-100.00%,N/A,N/A,N/A,2.56%
404472770991,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404472781951,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404472791142,New,New,New,New,New,New,New
404480767426,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404482217750,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404482870406,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404482889343,New,New,New,New,New,New,New
404482909942,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404486000139,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404490913017,0.00%,N/A,-100.00%,N/A,N/A,N/A,17.65%
404490919507,0.00%,-35.71%,N/A,N/A,N/A,N/A,4.46%
404490947065,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404520716043,New,New,New,New,New,New,New
404520719931,0.00%,-100.00%,N/A,N/A,N/A,N/A,100.00%
404535087813,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404535105513,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404548650503,New,New,New,New,New,New,New
404548915375,New,New,New,New,New,New,New
404549226031,New,New,New,New,New,New,New
404549519294,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404560206206,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404560284228,New,New,New,New,New,New,New
404563667487,New,New,New,New,New,New,New
404564152480,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404580873547,0.00%,N/A,N/A,N/A,N/A,N/A,-50.00%
404580876712,New,New,New,New,New,New,New
404580883697,0.00%,N/A,N/A,N/A,N/A,N/A,-33.33%
404580897888,New,New,New,New,New,New,New
404580901852,New,New,New,New,New,New,New
404580904723,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404580906838,New,New,New,New,New,New,New
404580926387,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404580938641,New,New,New,New,New,New,New
404580945405,0.00%,-100.00%,N/A,N/A,N/A,N/A,16.67%
404580946948,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404580948554,0.00%,N/A,-100.00%,N/A,N/A,N/A,17.65%
404581799682,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404581802439,New,New,New,New,New,New,New
404581848066,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404581890899,New,New,New,New,New,New,New
404581891270,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404587836887,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404596292287,0.00%,N/A,-100.00%,N/A,N/A,N/A,17.65%
404596429262,New,New,New,New,New,New,New
404628561401,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404628755419,New,New,New,New,New,New,New
404665390495,New,New,New,New,New,New,New
404665390528,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404666902364,New,New,New,New,New,New,New
404679046117,New,New,New,New,New,New,New
404679636302,New,New,New,New,New,New,New
404686876841,New,New,New,New,New,New,New
404686919304,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404688801329,New,New,New,New,New,New,New
404690746079,New,New,New,New,New,New,New
404694791044,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404694810331,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404694865870,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404694899123,New,New,New,New,New,New,New
404694920844,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404694939742,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404694955541,New,New,New,New,New,New,New
404694991263,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404698012426,0.00%,N/A,-100.00%,N/A,N/A,N/A,6.38%
404698012435,New,New,New,New,New,New,New
404698012437,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404720449404,New,New,New,New,New,New,New
404720467174,New,New,New,New,New,New,New
404720502889,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404720553450,New,New,New,New,New,New,New
404738424663,New,New,New,New,New,New,New
404738426956,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404738433069,0.00%,-100.00%,-100.00%,N/A,N/A,N/A,35.14%
404738435251,0.00%,N/A,-100.00%,N/A,N/A,N/A,-4.76%
404738436601,New,New,New,New,New,New,New
404738438335,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404753867905,New,New,New,New,New,New,New
404753872534,0.00%,N/A,N/A,N/A,N/A,N/A,-33.33%
404753881981,New,New,New,New,New,New,New
404753886440,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404753895279,0.00%,-100.00%,N/A,N/A,N/A,N/A,27.62%
404753916729,New,New,New,New,New,New,New
404753937057,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404753943428,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404753950665,0.00%,N/A,-100.00%,N/A,N/A,N/A,11.11%
404756939233,New,New,New,New,New,New,New
404756941463,0.00%,N/A,-100.00%,N/A,N/A,N/A,11.11%
404756950609,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404767262205,New,New,New,New,New,New,New
404784628045,New,New,New,New,New,New,New
404784646704,New,New,New,New,New,New,New
404784665431,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404784671521,0.00%,N/A,N/A,N/A,N/A,N/A,-25.00%
404784677759,New,New,New,New,New,New,New
404784682328,0.00%,N/A,N/A,N/A,N/A,N/A,-7.50%
404795352288,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404795394958,0.00%,N/A,N/A,N/A,N/A,N/A,-4.29%
404804267527,New,New,New,New,New,New,New
404804272117,New,New,New,New,New,New,New
404804281735,New,New,New,New,New,New,New
404804283396,0.00%,N/A,N/A,N/A,N/A,N/A,-15.00%
404804286563,New,New,New,New,New,New,New
404804387032,New,New,New,New,New,New,New
404804395020,New,New,New,New,New,New,New
404804403514,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404804404373,New,New,New,New,New,New,New
404804405410,New,New,New,New,New,New,New
404804416597,0.00%,N/A,-100.00%,N/A,N/A,N/A,6.38%
404804460535,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404804484775,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404804492200,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404804562095,New,New,New,New,New,New,New
404804592752,New,New,New,New,New,New,New
404804599891,0.00%,N/A,-100.00%,N/A,N/A,N/A,8.11%
404804604959,0.00%,N/A,N/A,N/A,N/A,N/A,-4.29%
404804650028,0.00%,N/A,-100.00%,N/A,N/A,N/A,42.86%
404804654489,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404867551490,0.00%,N/A,-100.00%,N/A,N/A,N/A,17.65%
404867564939,New,New,New,New,New,New,New
404867585934,0.00%,-100.00%,N/A,N/A,N/A,N/A,6.25%
404867592247,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404868411760,0.00%,N/A,N/A,N/A,N/A,N/A,-26.00%
404868498243,New,New,New,New,New,New,New
404868692626,New,New,New,New,New,New,New
404868711702,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404868785033,New,New,New,New,New,New,New
404868905084,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404869091468,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404869108960,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
404869129064,0.00%,-100.00%,N/A,N/A,N/A,N/A,33.33%
404869412056,New,New,New,New,New,New,New
404869435818,New,New,New,New,New,New,New
404935700190,New,New,New,New,New,New,New
404964192152,0.00%,N/A,N/A,N/A,N/A,N/A,-8.00%
404964237317,0.00%,N/A,-100.00%,N/A,N/A,N/A,42.86%
404964249660,0.00%,N/A,N/A,N/A,N/A,N/A,-25.00%
405011109582,0.00%,N/A,-100.00%,N/A,N/A,N/A,11.11%
405011152537,0.00%,N/A,N/A,N/A,N/A,N/A,-16.00%
405015644857,New,New,New,New,New,New,New
405020634518,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405020645760,New,New,New,New,New,New,New
405020647628,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405020654617,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405020721973,0.00%,N/A,-100.00%,N/A,N/A,N/A,-5.55%
405020731894,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405021368300,0.00%,N/A,-100.00%,N/A,N/A,N/A,6.38%
405021376314,New,New,New,New,New,New,New
405022833187,New,New,New,New,New,New,New
405022838667,New,New,New,New,New,New,New
405022857110,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405023329786,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405026459685,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405026481030,New,New,New,New,New,New,New
405034123085,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405034203956,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405034209900,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405034227856,New,New,New,New,New,New,New
405034230312,0.00%,N/A,N/A,N/A,N/A,N/A,-11.11%
405055644777,New,New,New,New,New,New,New
405055655882,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405055661062,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405055665289,New,New,New,New,New,New,New
405055667031,New,New,New,New,New,New,New
405055667751,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405055669106,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405055672292,New,New,New,New,New,New,New
405064037637,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405064060519,0.00%,N/A,-100.00%,N/A,N/A,N/A,4.48%
405064069483,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405064070639,0.00%,N/A,-100.00%,N/A,N/A,N/A,17.65%
405069757618,0.00%,N/A,N/A,N/A,N/A,N/A,-7.50%
405069891955,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405071147442,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405071158592,New,New,New,New,New,New,New
405081158086,0.00%,N/A,N/A,N/A,N/A,N/A,-15.00%
405081163335,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405081173862,New,New,New,New,New,New,New
405081175450,New,New,New,New,New,New,New
405310489231,New,New,New,New,New,New,New
405310492776,New,New,New,New,New,New,New
405310512929,New,New,New,New,New,New,New
405316387314,New,New,New,New,New,New,New
405316397240,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405316397691,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
405316413423,New,New,New,New,New,New,New
405445303504,New,New,New,New,New,New,New
405445311152,New,New,New,New,New,New,New
405458520782,New,New,New,New,New,New,New
405458538811,New,New,New,New,New,New,New
406086054993,New,New,New,New,New,New,New
406086061362,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
406086250244,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
406200174708,New,New,New,New,New,New,New


=== B1_金额表 ===
Item ID,总销售额,总取消额,总退货额(无平台介入),总退货额(平台介入),总退货额(平台强制退款),强制退款(仅退款),净销售,净销售产品成本,净买家支付邮费,净销售税,净固定平台费用,净高退货产品罚款,净低账户评级罚款,净第三方投诉罚款,净广告开销,退货包邮费用,净邮费支出,盈亏
364424975869,65.97,0.0,0.0,0.0,0,0,65.97,-13.82,0.0,4.3,-8.47,0,0,0,0,0.0,-25.41,18.27
364425031681,27.59,0.0,0.0,0.0,0,0,27.59,-7.37,0.0,2.21,-3.48,0,0,0,0,0.0,-8.59,8.15
364425040392,91.14,0.0,0.0,0.0,0,0,91.14,-15.55,0.0,6.72,-12.13,0,0,0,0,0.0,-44.37,19.09
364425089911,43.98,0.0,0.0,0.0,0,0,43.98,-11.06,0.0,3.79,-5.74,0,0,0,0,0.0,-7.92,19.26
364425112364,21.0,0.0,0.0,0.0,0,0,21.0,-4.61,0.0,1.47,-2.73,0,0,0,0,0.0,-8.59,5.07
364425149305,20.0,0.0,0.0,0.0,0,0,20.0,-4.61,0.0,2.0,-2.68,0,0,0,0,0.0,-9.1,3.61
364425290494,65.97,0.0,0.0,0.0,0,0,65.97,-11.01,0.0,5.25,-8.58,0,0,0,0,0.0,-22.42,23.96
364425305014,21.99,0.0,0.0,0.0,0,0,21.99,-4.61,0.0,1.4,-2.82,0,0,0,0,0.0,-9.1,5.46
364429333172,35.98,0.0,0.0,0.0,0,0,35.98,-5.66,0.0,2.34,-4.76,0,0,0,0,0.0,-19.5,6.06
364430413832,22.99,0.0,0.0,0.0,0,0,22.99,-4.25,0.0,1.55,-2.94,0,0,0,0,0.0,-6.59,9.21
364430441233,41.98,0.0,0.0,0.0,0,0,41.98,-7.08,0.0,1.89,-5.49,0,0,0,0,0.0,-11.26,18.15
364430448914,21.99,0.0,0.0,0.0,0,0,21.99,-4.25,0.0,1.76,-2.86,0,0,0,0,0.0,-10.3,4.58
364430450488,83.96,0.0,0.0,0.0,0,0,83.96,-14.16,0.0,5.72,-10.88,0,0,0,0,0.0,-35.09,23.83
364430486233,22.99,0.0,0.0,0.0,0,0,22.99,-4.25,0.0,1.93,-2.98,0,0,0,0,0.0,-9.1,6.66
364430501802,17.99,0.0,0.0,0.0,0,0,17.99,-2.83,0.0,1.08,-2.37,0,0,0,0,0.0,-8.9,3.89
364430511752,166.43,0.0,0.0,0.0,0,0,166.43,-28.32,0.0,12.96,-21.76,0,0,0,0,0.0,-67.99,48.36
364430534533,21.99,0.0,0.0,0.0,0,0,21.99,-3.54,0.0,2.12,-2.9,0,0,0,0,0.0,0.0,15.55
364430539185,22.99,0.0,0.0,0.0,0,0,22.99,-4.25,0.0,1.84,-2.97,0,0,0,0,0.0,-9.18,6.59
364430547528,38.99,0.0,0.0,0.0,0,0,38.99,-9.72,0.0,2.99,-5.14,0,0,0,0,0.0,-17.8,6.33
364430549256,83.96,0.0,0.0,0.0,0,0,83.96,-14.16,0.0,6.04,-10.91,0,0,0,0,0.0,-27.5,31.39
364430559569,21.99,0.0,0.0,0.0,0,0,21.99,-3.54,0.0,1.65,-2.85,0,0,0,0,0.0,-9.1,6.5
364430623182,22.99,0.0,0.0,0.0,0,0,22.99,-4.25,0.0,2.64,-3.05,0,0,0,0,0.0,-10.4,5.29
364431143603,21.99,0.0,0.0,0.0,0,0,21.99,-3.54,0.0,1.9,-2.87,0,0,0,0,0.0,-7.92,7.66
364432018984,17.0,0.0,0.0,0.0,0,0,17.0,-3.89,0.0,1.07,-2.27,0,0,0,0,0.0,-6.45,4.39
364432038531,515.63,0.0,0.0,0.0,0,0,515.63,-131.22,0.0,28.74,-62.74,0,0,0,0,0.0,-200.1,121.57
364432041814,41.38,0.0,0.0,0.0,0,0,41.38,-11.66,0.0,3.05,-5.4,0,0,0,0,0.0,-16.45,7.87
364432072784,30.58,0.0,0.0,0.0,0,0,30.58,-5.73,0.0,2.14,-3.79,0,0,0,0,0.0,-9.18,11.88
364432110047,20.0,0.0,0.0,0.0,0,0,20.0,-3.58,0.0,1.6,-2.64,0,0,0,0,0.0,-8.59,5.19
364432138519,42.98,0.0,0.0,0.0,0,0,42.98,-8.6,0.0,4.16,-5.68,0,0,0,0,0.0,-16.07,12.63
364432173431,21.99,0.0,0.0,0.0,0,0,21.99,-3.58,0.0,0.0,-2.68,0,0,0,0,0.0,-8.9,6.83
364449869975,21.99,0.0,0.0,0.0,0,0,21.99,-6.6,0.0,1.54,-2.84,0,0,0,0,0.0,-8.59,3.96
364449876070,21.99,0.0,0.0,0.0,0,0,21.99,-6.6,0.0,1.37,-2.82,0,0,0,0,0.0,-10.3,2.27
364449888424,21.99,0.0,0.0,0.0,0,0,21.99,-6.6,0.0,1.54,-2.84,0,0,0,0,0.0,-8.14,4.41
364449913644,65.97,0.0,0.0,0.0,0,0,65.97,-19.8,0.0,5.66,-8.62,0,0,0,0,0.0,-26.14,11.41
364450048352,22.99,0.0,0.0,0.0,0,0,22.99,-7.92,0.0,1.69,-2.95,0,0,0,0,0.0,-8.9,3.22
364450063108,248.91,0.0,0.0,0.0,0,0,248.91,-87.12,0.0,14.76,-31.7,0,0,0,0,0.0,-98.24,31.85
364450072086,22.99,0.0,0.0,0.0,0,0,22.99,-7.92,0.0,1.61,-2.95,0,0,0,0,0.0,-8.9,3.22
364450072140,65.96,0.0,0.0,0.0,0,0,65.96,-31.68,0.0,7.59,-8.01,0,0,0,0,0.0,-9.38,16.89
364451664530,514.23,0.0,0.0,0.0,0,0,514.23,-189.0,0.0,37.43,-64.8,0,0,0,0,0.0,-118.94,141.49
364453307772,62.98,0.0,0.0,0.0,0,0,62.98,-25.2,0.0,1.65,-8.16,0,0,0,0,0.0,-19.46,10.16
364453330754,19.0,0.0,0.0,0.0,0,0,19.0,-7.0,0.0,1.69,-2.54,0,0,0,0,0.0,-8.59,0.87
364456009119,53.59,0.0,0.0,0.0,0,0,53.59,-15.49,0.0,4.1,-6.77,0,0,0,0,0.0,-8.9,22.43
364456011882,24.37,0.0,0.0,0.0,0,0,24.37,-8.8,0.0,0.0,-3.07,0,0,0,0,0.0,-4.42,8.09
364457266998,138.2,0.0,0.0,0.0,0,0,138.2,-62.57,0.0,8.44,-17.19,0,0,0,0,0.0,-44.19,14.25
