=== A1_数量表 ===
SKU,总销量,总取消数,总退货数(无平台介入),总退货数(平台介入),总退货数(平台强制退款),强制退货(仅退款),净销售
6450/6500-6550B32,0.00%,N/A,N/A,-100.00%,N/A,N/A,-8.24%
6550-6135H781E38,New,New,New,New,New,New,New
6550-6550B32,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
6550-6550B38,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
6550-6550B51,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
6550-6550E32,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
6550-6550E38,0.00%,N/A,-100.00%,N/A,N/A,N/A,13.64%
6550-6550E51,0.00%,N/A,N/A,N/A,N/A,N/A,-25.00%
6550H106B25,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
6550H106B38,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
6550H781E25,New,New,New,New,New,New,New
6550H781E32,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
6550H951E32,0.00%,-100.00%,-100.00%,N/A,N/A,N/A,75.18%
8170-8180E51,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
8170-8650E51,New,New,New,New,New,New,New
8180-8170E51,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
8180-8650E51,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
8650-8170E51,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
BE2B4E28K,0.00%,N/A,-49.59%,N/A,N/A,N/A,1.88%
BE2B4E40K,0.00%,41.94%,-43.23%,N/A,N/A,N/A,-0.47%
BE2B4E45K,0.00%,-25.47%,24.22%,N/A,-100.00%,N/A,4.26%
BE2B4E50K,0.00%,13.51%,-100.00%,N/A,-100.00%,N/A,3.75%
BE2B4E55K,0.00%,N/A,-100.00%,N/A,N/A,N/A,0.72%
BE2B4E60K,0.00%,N/A,-100.00%,N/A,N/A,N/A,-1.62%
BE2B4E65K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
BE2B4E70K,0.00%,-100.00%,N/A,N/A,N/A,N/A,8.33%
BE2B4E75K,0.00%,N/A,N/A,N/A,N/A,N/A,-6.00%
BE2B9B40K,0.00%,N/A,N/A,N/A,N/A,N/A,-7.50%
BE2B9E28K,0.00%,N/A,0.00%,N/A,N/A,N/A,-7.87%
BE2B9E45K,0.00%,N/A,-100.00%,N/A,N/A,N/A,4.48%
BU1B4A28C,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
BU1B4A28K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
BU1B4B28K,0.00%,N/A,-100.00%,N/A,N/A,N/A,17.65%
BU1B4B40K,0.00%,N/A,-100.00%,N/A,N/A,N/A,42.86%
BU1B4B45K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
BU1B4B50K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
BU1B4B55K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
BU1B4D28K,0.00%,162.68%,-100.00%,N/A,N/A,N/A,-7.96%
BU1B4D40K,0.00%,5.47%,-100.00%,N/A,N/A,N/A,1.70%
BU1B4D45K,0.00%,N/A,-100.00%,N/A,N/A,N/A,2.48%
BU1B4D50K,0.00%,-47.22%,-100.00%,N/A,N/A,N/A,7.40%
BU1B4D55K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
BU1B4D60K,0.00%,N/A,N/A,N/A,N/A,N/A,-6.25%
BU1B4E28K,0.00%,-42.52%,-77.01%,N/A,N/A,N/A,5.01%
BU1B9A28K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
BU1B9B28K,0.00%,N/A,-100.00%,N/A,N/A,N/A,8.11%
BU1B9D28K,0.00%,-55.56%,N/A,N/A,N/A,N/A,14.07%
BU1B9E28K,0.00%,-100.00%,-100.00%,N/A,N/A,N/A,11.78%
BU1B9SKTX,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE1C2B40C,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE1C2B40K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE1C2E40C,0.00%,-100.00%,48.77%,N/A,N/A,N/A,0.89%
NE1C2E40K,0.00%,N/A,-61.90%,N/A,N/A,N/A,-0.50%
NE1C2E45C,0.00%,N/A,-100.00%,N/A,-100.00%,N/A,3.85%
NE1C2E45K,0.00%,-100.00%,-66.75%,N/A,N/A,N/A,3.04%
NE1C3B40C,0.00%,N/A,-100.00%,N/A,N/A,N/A,-1.52%
NE1C3B40K,0.00%,N/A,-100.00%,N/A,N/A,N/A,-14.76%
NE1C3E45C,New,New,New,New,New,New,New
NE1C3E45K,0.00%,N/A,-100.00%,-100.00%,N/A,N/A,3.41%
NE1C3F45C,New,New,New,New,New,New,New
NE1C3F45K,New,New,New,New,New,New,New
NE1C9E40C,0.00%,N/A,-100.00%,N/A,N/A,N/A,1.60%
NE1C9E40K,0.00%,-5.17%,-52.59%,N/A,N/A,N/A,0.69%
NE3C2E48C,0.00%,N/A,-100.00%,N/A,N/A,N/A,3.90%
NE3C2E48K,0.00%,N/A,-57.24%,N/A,N/A,N/A,-3.84%
NE3C3A37C,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C3A37K,0.00%,-100.00%,-100.00%,N/A,N/A,N/A,9.87%
NE3C3B37C,0.00%,N/A,-100.00%,N/A,N/A,N/A,0.32%
NE3C3B37K,0.00%,-2.12%,-57.29%,N/A,N/A,N/A,0.52%
NE3C3B48C,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C3B48K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C9A37C,0.00%,N/A,-100.00%,N/A,N/A,N/A,2.80%
NE3C9A37K,0.00%,N/A,-100.00%,N/A,N/A,N/A,3.90%
NE3C9B37C,0.00%,N/A,-63.16%,N/A,N/A,N/A,5.92%
NE3C9B37K,0.00%,N/A,297.73%,N/A,N/A,N/A,-4.87%
NE3C9E48C,0.00%,N/A,-66.67%,N/A,N/A,N/A,8.45%
NE3C9E48K,0.00%,N/A,-100.00%,N/A,N/A,N/A,2.19%
NU1C1A36C,0.00%,-100.00%,N/A,N/A,N/A,N/A,3.42%
NU1C1A36K,0.00%,N/A,N/A,N/A,N/A,N/A,-1.17%
NU1C1B36C,0.00%,284.71%,-100.00%,-100.00%,N/A,N/A,0.16%
NU1C1B36K,0.00%,131.80%,-100.00%,N/A,N/A,N/A,-0.91%
NU1C1E46C,0.00%,N/A,-100.00%,N/A,N/A,N/A,6.38%
NU1C1E46K,0.00%,-55.03%,-33.78%,N/A,N/A,N/A,2.04%
NU1C1H36C,0.00%,-21.57%,-100.00%,N/A,N/A,N/A,1.88%
NU1C1H36K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1H46C,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1H46K,0.00%,-100.00%,N/A,N/A,N/A,N/A,21.74%
NU1C1J36C,0.00%,N/A,N/A,N/A,N/A,N/A,-8.00%
NU1C8E51C,0.00%,N/A,N/A,N/A,N/A,N/A,-6.02%
NU1C8E51K,0.00%,-100.00%,N/A,N/A,N/A,N/A,1.41%
NU1C9B36C,0.00%,212.24%,-60.97%,N/A,N/A,N/A,-3.32%
NU1C9B36K,0.00%,N/A,-100.00%,N/A,N/A,N/A,-2.84%
NU1C9E46C,0.00%,96.15%,-100.00%,N/A,N/A,N/A,2.67%
NU1C9E46K,0.00%,-55.56%,-55.56%,N/A,N/A,N/A,6.00%
NU1C9H36C,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C9H36K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C9H46C,0.00%,N/A,-100.00%,N/A,N/A,N/A,2.56%
NU1C9H46K,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1P1A22Z,0.00%,N/A,N/A,-100.00%,N/A,N/A,3.57%
NU1P1B22Z,0.00%,N/A,-100.00%,N/A,N/A,N/A,0.98%
NU1P1E22Z,0.00%,N/A,-100.00%,N/A,N/A,N/A,0.93%
NU1P1F22Z,0.00%,N/A,-100.00%,N/A,N/A,N/A,13.04%
NU1P1H22Z,0.00%,N/A,N/A,-100.00%,N/A,N/A,-3.17%
NU1P1J22K,New,New,New,New,New,New,New
NU1P1K22K,0.00%,N/A,-100.00%,N/A,N/A,N/A,0.87%
S2B15E45K,0.00%,N/A,-100.00%,N/A,N/A,N/A,-3.90%
S2D15E45K,0.00%,N/A,-100.00%,N/A,N/A,N/A,1.80%
S2E15E45K,0.00%,-9.52%,N/A,N/A,N/A,N/A,-0.98%


=== B1_金额表 ===
SKU,总销售额,总取消额,总退货额(无平台介入),总退货额(平台介入),总退货额(平台强制退款),强制退款(仅退款),净销售,净销售产品成本,净买家支付邮费,净销售税,净固定平台费用,净高退货产品罚款,净低账户评级罚款,净第三方投诉罚款,净广告开销,退货包邮费用,净邮费支出,盈亏
5102SH571T12,89.86,0.0,0.0,0.0,0,0,89.86,-26.76,0.0,9.86,-10.91,0,0,0,0,0.0,-6.85,45.34
5102SH571T15,204.44,0.0,0.0,0.0,0,0,204.44,-60.6,0.0,12.51,-23.61,0,0,0,0,0.0,-7.48,112.75
5102SH571T20,98.18,0.0,0.0,0.0,0,0,98.18,-23.44,0.0,4.35,-10.92,0,0,0,0,0.0,-5.08,58.74
5102SH571T25,327.67,0.0,0.0,0.0,0,0,327.67,-110.08,0.0,25.32,-37.84,0,0,0,0,0.0,-26.15,153.6
5110/5112-5450B32,147.48,0.0,0.0,0.0,0,0,147.48,-61.22,0.0,12.92,-17.32,0,0,0,0,0.0,-13.69,55.24
5112H666E32,1072.31,0.0,0.0,0.0,0,0,1072.31,-416.97,8.46,90.22,-126.24,0,0,0,0,-2.75,-81.89,452.91
5112SH666T12,1679.01,0.0,0.0,0.0,0,0,1679.01,-440.61,0.0,113.96,-197.78,0,0,0,0,0.0,-161.74,878.88
5112SH666T15,1582.25,0.0,0.0,0.0,0,0,1582.25,-391.16,0.0,107.02,-185.59,0,0,0,0,-6.1,-123.87,875.53
5112SH666T20,1735.12,0.0,0.0,0.0,0,0,1735.12,-462.07,0.0,99.8,-199.1,0,0,0,0,0.0,-127.27,946.68
5112SH666T25,629.75,0.0,0.0,0.0,0,0,629.75,-165.71,0.0,31.78,-71.89,0,0,0,0,0.0,-56.24,335.91
5112SH666T30,1012.59,0.0,0.0,0.0,0,0,1012.59,-259.67,0.0,43.43,-115.45,0,0,0,0,0.0,-43.61,593.85
5115H715E32,234.57,0.0,0.0,0.0,0,0,234.57,-106.8,0.0,18.77,-27.42,0,0,0,0,0.0,-22.96,77.39
5120H641E20,992.77,0.0,0.0,0.0,0,0,992.77,-336.65,0.0,83.72,-116.61,0,0,0,0,0.0,-104.36,435.15
5120H669E20,911.3,0.0,0.0,0.0,0,0,911.3,-295.78,0.0,61.19,-105.45,0,0,0,0,-3.29,-78.73,428.05
5120H669E32,56.99,0.0,0.0,0.0,0,0,56.99,-18.1,0.0,4.56,-6.77,0,0,0,0,0.0,-8.83,23.29
5120H741E32,536.41,0.0,0.0,0.0,0,0,536.41,-253.39,0.0,28.67,-61.11,0,0,0,0,0.0,-26.63,195.28
5120SH726T10,321.13,0.0,0.0,0.0,0,0,321.13,-78.84,7.33,22.16,-38.35,0,0,0,0,0.0,-41.87,169.4
5120SH726T15,247.82,0.0,0.0,0.0,0,0,247.82,-66.38,0.0,21.63,-29.01,0,0,0,0,0.0,-26.64,125.8
5120SH726T20,43.44,0.0,0.0,0.0,0,0,43.44,-10.85,0.0,5.0,-5.3,0,0,0,0,0.0,-7.5,19.79
5120SH726T25,152.79,0.0,0.0,0.0,0,0,152.79,-54.0,7.58,10.32,-18.27,0,0,0,0,0.0,-19.3,68.8
5120SH726T30,89.49,0.0,0.0,0.0,0,0,89.49,-28.67,0.0,6.69,-10.26,0,0,0,0,0.0,-6.07,44.49
5120SH741T10,103.38,0.0,0.0,0.0,0,0,103.38,-26.28,0.0,8.48,-12.17,0,0,0,0,0.0,-11.13,53.8
5120SH741T12,155.43,0.0,0.0,0.0,0,0,155.43,-35.04,0.0,13.01,-19.02,0,0,0,0,0.0,-7.25,94.11
5120SH741T15,534.19,0.0,0.0,0.0,0,0,534.19,-161.28,0.0,20.57,-63.84,0,0,0,0,0.0,-56.53,252.54
5120SH741T20,578.2,0.0,0.0,0.0,0,0,578.2,-166.68,0.0,33.78,-66.44,0,0,0,0,0.0,-40.43,304.65
5120SH741T25,421.8,0.0,0.0,0.0,0,0,421.8,-126.0,0.0,9.9,-49.18,0,0,0,0,0.0,-30.62,216.0
5120SH741T30,516.38,0.0,0.0,0.0,0,0,516.38,-176.0,0.0,18.1,-58.97,0,0,0,0,0.0,-24.36,257.06
5130H715E32,162.9,0.0,0.0,0.0,0,0,162.9,-80.0,0.0,10.18,-18.62,0,0,0,0,0.0,-14.67,49.61
5130SH715T12,60.49,0.0,0.0,0.0,0,0,60.49,-20.4,0.0,4.99,-7.08,0,0,0,0,0.0,-6.12,26.89
5130SH715T15,37.81,0.0,0.0,0.0,0,0,37.81,-10.48,0.0,0.0,-4.52,0,0,0,0,0.0,-2.56,20.24
5130SH715T20,424.67,0.0,0.0,0.0,0,0,424.67,-125.36,0.0,28.92,-50.24,0,0,0,0,0.0,-35.03,214.03
5130SH715T25,557.15,0.0,0.0,0.0,0,0,557.15,-192.07,8.24,22.76,-65.02,0,0,0,0,0.0,-46.24,262.06
5130SH715T30,91.48,0.0,0.0,0.0,0,0,91.48,-33.82,0.0,10.52,-10.89,0,0,0,0,0.0,-8.07,38.7
5135/5500-5500H38,78.19,0.0,0.0,0.0,0,0,78.19,-42.35,0.0,8.99,-9.42,0,0,0,0,0.0,-9.7,16.72
5450/5475-5500B32,83.25,0.0,0.0,0.0,0,0,83.25,-35.16,0.0,0.0,-9.02,0,0,0,0,0.0,-7.31,31.76
5450H601B32,179.98,0.0,0.0,0.0,0,0,179.98,-63.92,0.0,6.3,-20.08,0,0,0,0,0.0,-16.55,79.43
5450H641E15,85.54,0.0,0.0,0.0,0,0,85.54,-21.36,0.0,6.3,-10.31,0,0,0,0,0.0,-15.33,38.54
5450H641E25,76.0,0.0,0.0,0.0,0,0,76.0,-27.62,0.0,6.27,-8.91,0,0,0,0,0.0,-7.92,31.55
5450H671B20,603.62,0.0,0.0,0.0,0,0,603.62,-187.0,0.0,49.68,-70.83,0,0,0,0,0.0,-41.06,304.73
5450H671B32,81.87,0.0,0.0,0.0,0,0,81.87,-30.84,0.0,6.75,-9.57,0,0,0,0,0.0,-7.92,33.54
5475-5450B25,76.35,0.0,0.0,0.0,0,0,76.35,-30.16,0.0,8.78,-9.21,0,0,0,0,0.0,-9.38,27.6
5475-5475B32,69.82,0.0,0.0,0.0,0,0,69.82,-34.96,0.0,5.76,-8.19,0,0,0,0,0.0,-7.54,19.13
5475/5500-5500H32,133.83,0.0,0.0,0.0,0,0,133.83,-50.39,0.0,9.85,-16.07,0,0,0,0,0.0,-22.86,44.51
5500/5550-5450B32,356.67,0.0,0.0,0.0,0,0,356.67,-169.34,0.0,22.46,-41.11,0,0,0,0,0.0,-45.18,101.03
5500/5550-5475B32,80.15,0.0,0.0,0.0,0,0,80.15,-35.54,0.0,6.5,-9.34,0,0,0,0,0.0,-6.01,29.26
6135-6550H871E38,91.95,0.0,0.0,0.0,0,0,91.95,-39.41,0.0,7.59,-10.7,0,0,0,0,0.0,-7.31,34.53
6135/6550-6550E32,82.79,0.0,0.0,0.0,0,0,82.79,-42.84,0.0,0.0,-8.97,0,0,0,0,0.0,-13.53,17.45
6135H871E25,223.69,0.0,0.0,0.0,0,0,223.69,-146.86,0.0,17.52,-27.32,0,0,0,0,0.0,-33.6,15.91
6450/6500-6550B32,595.42,0.0,0.0,0.0,0,0,595.42,-316.8,0.0,28.65,-65.7,0,0,0,0,0.0,-35.51,177.41
6550-6135H781E38,204.14,0.0,0.0,0.0,0,0,204.14,-90.0,0.0,17.6,-23.76,0,0,0,0,-8.59,-17.18,64.61
6550-6550B32,374.37,0.0,0.0,0.0,0,0,374.37,-168.33,0.0,29.09,-43.71,0,0,0,0,0.0,-43.72,118.61
6550-6550B38,233.3,0.0,0.0,0.0,0,0,233.3,-115.56,0.0,12.3,-27.17,0,0,0,0,0.0,-21.9,68.67
6550-6550B51,104.87,0.0,0.0,0.0,0,0,104.87,-47.64,0.0,12.06,-12.5,0,0,0,0,0.0,-9.38,35.35
6550-6550E32,86.98,0.0,0.0,0.0,0,0,86.98,-34.32,0.0,8.48,-10.28,0,0,0,0,0.0,-6.0,36.38
6550-6550E38,320.12,0.0,0.0,0.0,0,0,320.12,-165.92,0.0,10.96,-36.4,0,0,0,0,0.0,-28.64,89.16
6550-6550E51,423.16,0.0,0.0,0.0,0,0,423.16,-205.92,0.0,22.65,-48.64,0,0,0,0,0.0,-15.94,152.66
6550H106B25,236.14,0.0,0.0,0.0,0,0,236.14,-90.59,0.0,19.34,-27.64,0,0,0,0,0.0,-26.86,91.05
6550H106B38,905.11,0.0,0.0,0.0,0,0,905.11,-416.99,0.0,66.74,-106.06,0,0,0,0,0.0,-85.23,296.83
6550H781E25,164.28,0.0,0.0,0.0,0,0,164.28,-89.44,0.0,0.0,-17.4,0,0,0,0,0.0,-15.84,41.6
6550H781E32,185.74,0.0,0.0,0.0,0,0,185.74,-88.64,0.0,16.97,-21.78,0,0,0,0,0.0,-17.18,58.14
6550H951E32,162.75,0.0,0.0,0.0,0,0,162.75,-86.92,0.0,18.72,-19.58,0,0,0,0,0.0,-9.38,46.87
8170-8180E51,135.07,0.0,0.0,0.0,0,0,135.07,-63.17,0.0,8.11,-15.19,0,0,0,0,0.0,-17.77,38.94
8170-8650E51,135.29,0.0,0.0,0.0,0,0,135.29,-65.16,0.0,8.12,-15.22,0,0,0,0,0.0,-16.3,38.61
8180-8170E51,142.59,0.0,0.0,0.0,0,0,142.59,-69.46,0.0,11.76,-16.38,0,0,0,0,0.0,0.0,56.75
8180-8650E51,427.77,0.0,0.0,0.0,0,0,427.77,-206.62,0.0,28.53,-48.42,0,0,0,0,0.0,-54.08,118.65
8650-8170E51,142.59,0.0,0.0,0.0,0,0,142.59,-70.22,10.0,0.0,-16.19,0,0,0,0,0.0,-38.4,27.78
BE2B4E28K,748.56,0.0,0.0,0.0,0,0,748.56,-181.2,0.0,60.46,-93.33,0,0,0,0,-6.98,-195.86,271.19
BE2B4E40K,389.42,0.0,0.0,0.0,0,0,389.42,-101.99,0.0,22.75,-45.9,0,0,0,0,0.0,-39.14,202.39
BE2B4E45K,503.35,0.0,0.0,0.0,0,0,503.35,-122.36,0.0,31.81,-59.48,0,0,0,0,-2.73,-57.79,260.99
BE2B4E50K,466.09,0.0,0.0,0.0,0,0,466.09,-121.73,0.0,29.6,-53.93,0,0,0,0,0.0,-33.51,256.92
BE2B4E55K,684.9,0.0,0.0,0.0,0,0,684.9,-165.9,1.76,42.36,-81.63,0,0,0,0,0.0,-91.95,347.19
BE2B4E60K,390.21,0.0,0.0,0.0,0,0,390.21,-81.83,0.0,27.37,-46.74,0,0,0,0,0.0,-44.61,217.02
BE2B4E65K,325.78,0.0,0.0,0.0,0,0,325.78,-61.1,0.0,18.88,-38.35,0,0,0,0,0.0,-48.44,177.89
BE2B4E70K,191.79,0.0,0.0,0.0,0,0,191.79,-30.0,0.0,8.08,-21.89,0,0,0,0,0.0,-17.49,122.41
BE2B4E75K,201.11,0.0,0.0,0.0,0,0,201.11,-52.0,0.0,4.68,-22.69,0,0,0,0,0.0,-8.05,118.37
BE2B9B40K,93.96,0.0,0.0,0.0,0,0,93.96,-11.36,0.0,6.79,-12.02,0,0,0,0,0.0,-19.11,51.47
BE2B9E28K,259.37,0.0,0.0,0.0,0,0,259.37,-34.84,0.0,19.27,-33.27,0,0,0,0,-1.39,-71.83,118.04
BE2B9E45K,126.2,0.0,0.0,0.0,0,0,126.2,-17.82,0.0,10.05,-15.57,0,0,0,0,0.0,-29.38,63.43
BU1B4A28C,52.06,0.0,0.0,0.0,0,0,52.06,-11.84,0.0,1.82,-6.83,0,0,0,0,0.0,-17.8,15.59
BU1B4A28K,196.57,0.0,0.0,0.0,0,0,196.57,-40.6,0.0,14.43,-25.34,0,0,0,0,0.0,-49.54,81.09
BU1B4B28K,55.16,0.0,0.0,0.0,0,0,55.16,-14.0,0.0,4.27,-6.95,0,0,0,0,0.0,-18.2,16.01
BU1B4B40K,136.82,0.0,0.0,0.0,0,0,136.82,-29.6,0.0,9.95,-16.79,0,0,0,0,0.0,-36.07,54.36
BU1B4B45K,15.01,0.0,0.0,0.0,0,0,15.01,-3.9,0.0,1.73,-1.85,0,0,0,0,0.0,-3.0,6.26
BU1B4B50K,52.81,0.0,0.0,0.0,0,0,52.81,-10.92,0.0,4.54,-6.45,0,0,0,0,0.0,-11.8,23.64
BU1B4B55K,48.67,0.0,0.0,0.0,0,0,48.67,-17.2,2.42,3.29,-5.82,0,0,0,0,0.0,-6.15,21.92
BU1B4D28K,257.84,0.0,0.0,0.0,0,0,257.84,-96.6,0.0,16.07,-30.74,0,0,0,0,0.0,-33.37,97.12
BU1B4D40K,392.95,0.0,0.0,0.0,0,0,392.95,-101.96,2.67,31.15,-46.71,0,0,0,0,0.0,-40.75,206.2
BU1B4D45K,634.93,0.0,0.0,0.0,0,0,634.93,-175.87,0.0,40.3,-74.09,0,0,0,0,0.0,-47.2,337.76
BU1B4D50K,544.78,0.0,0.0,0.0,0,0,544.78,-155.85,0.0,26.83,-61.82,0,0,0,0,0.0,-49.57,277.55
BU1B4D55K,224.1,0.0,0.0,0.0,0,0,224.1,-60.2,0.0,10.9,-27.12,0,0,0,0,0.0,-21.77,115.02
BU1B4D60K,239.65,0.0,0.0,0.0,0,0,239.65,-76.8,0.0,10.29,-27.46,0,0,0,0,0.0,-14.92,120.47
BU1B4E28K,655.09,0.0,0.0,0.0,0,0,655.09,-168.27,1.54,50.53,-80.06,0,0,0,0,-0.5,-115.64,292.16
BU1B9A28K,114.77,0.0,0.0,0.0,0,0,114.77,-14.76,0.0,14.65,-14.42,0,0,0,0,0.0,-38.99,46.6
BU1B9B28K,173.95,0.0,0.0,0.0,0,0,173.95,-22.14,0.0,15.3,-21.59,0,0,0,0,0.0,-38.35,91.87
BU1B9D28K,188.93,0.0,0.0,0.0,0,0,188.93,-23.67,0.0,10.68,-24.21,0,0,0,0,-5.49,-40.72,94.83
BU1B9E28K,360.74,0.0,0.0,0.0,0,0,360.74,-49.78,0.0,30.09,-46.43,0,0,0,0,0.0,-102.4,162.13
BU1B9SKTX,6.0,0.0,0.0,0.0,0,0,6.0,-0.99,0.0,0.36,-0.96,0,0,0,0,0.0,-5.15,-1.1
NE1C2B40C,55.18,0.0,0.0,0.0,0,0,55.18,-19.68,0.0,3.38,-6.86,0,0,0,0,0.0,-17.49,11.15
NE1C2B40K,24.83,0.0,0.0,0.0,0,0,24.83,-8.2,0.0,1.99,-3.18,0,0,0,0,0.0,-8.14,5.31
NE1C2E40C,1571.24,0.0,0.0,0.0,0,0,1571.24,-440.99,0.0,109.51,-194.74,0,0,0,0,-3.0,-436.72,495.79
NE1C2E40K,2545.69,0.0,0.0,0.0,0,0,2545.69,-708.91,7.85,181.28,-314.51,0,0,0,0,-4.96,-629.24,895.93
NE1C2E45C,1232.46,0.0,0.0,0.0,0,0,1232.46,-475.52,0.0,71.16,-146.54,0,0,0,0,0.0,-270.63,339.77
NE1C2E45K,1471.04,0.0,0.0,0.0,0,0,1471.04,-529.66,0.0,95.82,-178.62,0,0,0,0,-3.29,-408.18,351.29
NE1C3B40C,434.59,0.0,0.0,0.0,0,0,434.59,-176.64,0.0,21.94,-53.05,0,0,0,0,0.0,-114.84,90.06
NE1C3B40K,241.69,0.0,0.0,0.0,0,0,241.69,-70.72,0.0,16.72,-30.36,0,0,0,0,0.0,-46.08,94.53
NE1C3E45C,66.21,0.0,0.0,0.0,0,0,66.21,-26.4,0.0,0.0,-8.0,0,0,0,0,0.0,-8.28,23.53
NE1C3E45K,883.52,0.0,0.0,0.0,0,0,883.52,-244.64,20.0,67.54,-110.5,0,0,0,0,0.0,-206.24,342.14
NE1C3F45C,81.72,0.0,0.0,0.0,0,0,81.72,-31.68,0.0,0.0,-9.38,0,0,0,0,0.0,-10.22,30.44
NE1C3F45K,29.43,0.0,0.0,0.0,0,0,29.43,-10.56,0.0,2.72,-3.73,0,0,0,0,0.0,-6.15,8.99
NE1C9E40C,493.51,0.0,0.0,0.0,0,0,493.51,-111.32,0.0,41.07,-61.59,0,0,0,0,0.0,-116.52,204.08
NE1C9E40K,1162.04,0.0,0.0,0.0,0,0,1162.04,-293.48,2.15,89.16,-142.14,0,0,0,0,-2.08,-241.07,485.42
NE3C2E48C,733.91,0.0,0.0,0.0,0,0,733.91,-251.85,0.0,49.65,-89.9,0,0,0,0,0.0,-181.25,210.91
NE3C2E48K,1211.05,0.0,0.0,0.0,0,0,1211.05,-382.0,10.0,90.36,-154.38,0,0,0,0,-4.29,-320.97,359.41
NE3C3A37C,95.96,0.0,0.0,0.0,0,0,95.96,-30.0,0.0,8.42,-12.51,0,0,0,0,0.0,-32.34,21.11
NE3C3A37K,249.48,0.0,0.0,0.0,0,0,249.48,-74.4,3.08,20.22,-32.53,0,0,0,0,0.0,-68.85,76.79
NE3C3B37C,2210.88,0.0,0.0,0.0,0,0,2210.88,-541.4,5.0,144.7,-278.89,0,0,0,0,0.0,-765.33,630.25
NE3C3B37K,1320.18,0.0,0.0,0.0,0,0,1320.18,-473.2,5.0,112.1,-169.8,0,0,0,0,-2.12,-422.18,257.88
NE3C3B48C,260.29,0.0,0.0,0.0,0,0,260.29,-103.84,0.0,16.28,-32.36,0,0,0,0,0.0,-78.44,45.65
NE3C3B48K,126.33,0.0,0.0,0.0,0,0,126.33,-34.85,0.0,7.54,-15.6,0,0,0,0,0.0,-34.45,41.43
NE3C9A37C,214.68,0.0,0.0,0.0,0,0,214.68,-33.0,0.0,13.94,-27.57,0,0,0,0,0.0,-63.47,90.64
NE3C9A37K,66.36,0.0,0.0,0.0,0,0,66.36,-18.0,1.92,5.9,-8.58,0,0,0,0,0.0,-15.13,26.56
NE3C9B37C,317.02,0.0,0.0,0.0,0,0,317.02,-57.0,0.0,29.43,-41.64,0,0,0,0,0.0,-85.8,132.58
NE3C9B37K,679.51,0.0,0.0,0.0,0,0,679.51,-132.0,0.0,55.04,-86.66,0,0,0,0,-4.63,-185.29,270.93
NE3C9E48C,149.57,0.0,0.0,0.0,0,0,149.57,-25.12,0.0,10.67,-18.98,0,0,0,0,0.0,-41.47,64.0
NE3C9E48K,386.72,0.0,0.0,0.0,0,0,386.72,-69.08,0.0,36.54,-47.39,0,0,0,0,0.0,-77.87,192.38
NU1C1A36C,372.45,0.0,0.0,0.0,0,0,372.45,-68.81,0.0,25.07,-48.37,0,0,0,0,0.0,-153.88,101.39
NU1C1A36K,506.76,0.0,0.0,0.0,0,0,506.76,-102.87,0.0,32.63,-65.8,0,0,0,0,-4.07,-197.01,137.01
NU1C1B36C,2385.19,0.0,0.0,0.0,0,0,2385.19,-428.4,0.0,166.18,-307.84,0,0,0,0,0.0,-843.13,805.81
NU1C1B36K,1506.62,0.0,0.0,0.0,0,0,1506.62,-309.36,0.0,110.99,-192.89,0,0,0,0,0.0,-472.37,532.0
NU1C1E46C,399.26,0.0,0.0,0.0,0,0,399.26,-95.83,0.0,32.46,-51.3,0,0,0,0,0.0,-123.35,128.78
NU1C1E46K,1488.46,0.0,0.0,0.0,0,0,1488.46,-505.56,0.0,107.51,-188.56,0,0,0,0,-4.66,-443.08,346.61
